S.No.,Affiliation No.,State,Name,Head,Status,Affiliated upto,Address,Phone No.,Email
11927,1130616,MAHARASHTRA,The Icon Public School,Aradhana Rana,Secondary School,31/03/2019,"Station road Ahmednagar ,414001","0241 ,2357337",aradhanarana@yahoo.co.in
11928,1130149,MAHARASHTRA,THE JAIN INTERNATIONAL SCHOOL,ANMOL BADJATIA,Senior Secondary,31/03/2022,"YERLA VILLAGE NEAR ASARAM BAPU ASHRAM, FEATERI, NAGPUR, MAHARASHTRA ,441501","0712 ,2667185",anmol88@hotmail.com
11929,1130369,MAHARASHTRA,The Jain International School,SANTOSH KUMAR,Senior Secondary,31/03/2019,"Jabinda Town, Survey No","0240 ,6450244",jgisantosh@gmail.com
11930,1130643,MAHARASHTRA,The Kalyani School,Nirmal Waddan,Secondary School,31/03/2020,"Sr.No12, Manjari Budruk, Near Hadapsar,PUNE 412307 ,412307","020 ,65217666",principal@thekalyanischool.com
11931,1130282,MAHARASHTRA,The Lexicon International School,GURSIMRAN KAUR,Senior Secondary,31/03/2018,"Lexicon Estate, Gut no 726, Wagholi ,412207","020 ,65303160",ptlis@lexiconedu.in
11932,1130609,MAHARASHTRA,The Lexicon International School Kalyaninagar,Anju Luthra,Secondary School,31/03/2019,"S No 212/1, Plot no 59, Central Avenue, Kalyaninagar ,411006","020 ,26655812",principal_kln@lexiconedu.in
11933,1130583,MAHARASHTRA,The Lexicon School,CANDICE BRAGANZA ANTO,Secondary School,31/03/2019,"Sr.No. 208, Pune -Saswad Road, Next to SP. Infocity, Hadapsar ,412308","020 ,26982762",hmtls@lexiconedu.in
11934,1130390,MAHARASHTRA,the orbis school,Mala Jetly,Senior Secondary,31/03/2020,"keshavnagar, mundhwa, Haveli pune ,411036","020 ,65608888",principal.pune1@theorbisschool.com
11935,1130279,MAHARASHTRA,The Orchid School,NAMRATA MAJHAIL,Senior Secondary,31/03/2022,"S.no 80/1/2/1 Baner Mahalunge Road Baner Pune ,411045","020 ,65007681",namratamajhail@theorchidschool.org
11936,1130557,MAHARASHTRA,The Somaiya School,PARVEEN SHAIKH,Secondary School,31/03/2018,"Vidyanagar, Vidyavihar, ,400077","022 ,66177201",principal.tss@somaiya.edu
11937,1130099,MAHARASHTRA,THE SWAMINARAYAN SCHOOL,LAKSHMI SISTA,Senior Secondary,31/03/2017,"245 EAST WARDHMAN NAGAR SWAMINARAYAN MARG NAGPUR MAHARASHTRA ,440008","0712 ,2790811",baps15lsista@gmail.com
11938,1130207,MAHARASHTRA,The vatsalya school,VINITA ARORA,Senior Secondary,31/03/2021,"SR NO. 16 MAUJE, WADACHIWADI, UNDRI, TEH. HAVELI, PUNE ,411040","020 ,26853181",VARORA@VATSALYASCHOOL.COM
11939,1130159,MAHARASHTRA,Tilak Public School,PRABHAVATHY AJITHKUMAR,Senior Secondary,31/03/2021,"Plot 31,Sector 25,Nerul(E),Near Seawoods Station,Navi Mumbai ,400706","022 ,27711481",prabhavathy@gmail.com
11940,1130629,MAHARASHTRA,TREE HOUSE HIGH SCHOOL,Mrs.Shobhana Peradoor,Secondary School,31/03/2019,"YASHWANT NAGAR, ,401303",",02502519757",virar@treehousehighschool.com
11941,1130707,MAHARASHTRA,Trinity International School,Madhuri Halwalkar,Secondary School,31/03/2020,"Sr No 25 7 27, Kondhwa Annexe Road, Near bopdev Ghat ,411048","020 ,24269100",kjeitispune@gmail.com
11942,1130078,MAHARASHTRA,TULI PUBLIC SCHOOL,Anju Chopra,Senior Secondary,31/03/2021,"NEAR KARADI NAKA BOKHARA ROAD NAGPUR MAHARASHTRA ,441111","0712 ,6644323",chopraanju1963@gmail.com
11943,1130205,MAHARASHTRA,U S English Academy,MANPREET G SOHAL,Secondary School,31/03/2017,"Survey No. 109 B, Saravali ,401501","2525 ,645841",manpreetsohal82@yahoo.com
11944,1130544,MAHARASHTRA,UMME KHADIJA ENGLISH MEDIUM SCHOOL,VAISHALI KHARAT,Secondary School,31/03/2020,"AT AND POST VISAPUR TALUKA DAPOLI DISTRICT RATNAGIRI ,415716","2358 ,921944919",kharatv612@gmail.com
11945,1130750,MAHARASHTRA,Universal High School,Mrs.Seema Gupta,Secondary School,31/03/2020,"Plot No. T-1/1, MIDC Chikalthana, Near Garware Stadium, Aurangabad ,431007",",7710036008",kalpesh.phalsamkar@universal.edu.in
11946,1130289,MAHARASHTRA,Universal Knowledge School,SAYALI AJAY KADAM,Secondary School,31/03/2019,"Varye, Satara, ,415001","2162 ,236374",sayalikadam2011@gmail.com
11947,1130227,MAHARASHTRA,USA VIDYA NIKETAN,Sunit Kumar Dubey,Senior Secondary,31/03/2022,"SHREE RAM BHAWAN, TUMSAR, BHANDARA, ,441912","7183 ,233360",usavidyaniketan@yahoo.co.in
11948,1130273,MAHARASHTRA,V.P.Ms B.R.Tol English High School,MARY RANI ANGELINA NELSON,Secondary School,31/03/2019,"Mithagar Road, Mulund(E) ,400081","022 ,25634894",angelina.nelson@gmail.com
11949,1130091,MAHARASHTRA,VAGAD PACE GLOBAL SCHOOL,PRAVIN PAWAR,Senior Secondary,31/03/2022,"VILLAGE SAKWAR TALUKA VASAI DISTT THANE MAHARASHTRA ,401307","0000 ,7028477779",vagadprincipal@gmail.com
11950,1130477,MAHARASHTRA,VENKATESHWARA PUBLIC SCHOOL,SHANTHI KRISHNAMOORTHY,Secondary School,31/03/2019,"GAT NO 2665 PUNE BANGALORE HIGHWAY A/P PETH TAL-WALWA DIST-SANGLI. ,415407","2342 ,252466",krishnamoorthyshanthi24@gmail.com
11951,1130398,MAHARASHTRA,VIBGYOR HIGH,T Balan,Senior Secondary,31/03/2019,"RS 301, PO- Uchgaon, Taluka - Karvir, Mudshingi Road, Near Om Sai Petrol Pump, Kolhapur ,416203","0231 ,3041212",principal.vh10404@vibgyorhigh.com
11952,1130600,MAHARASHTRA,VIDYA NIKETAN INTERNATIONAL ACADEMY,Mr.CHASKAR G K,Middle Class,31/03/2019,"670,VIDYANAGARI,PUNE-NASHIK HIGHWAY,NEAR ALEPHATA, A/P",",08600888432",vidyaniketan.7@gmail.com
11953,1130486,MAHARASHTRA,VIDYA NIKETAN SCHOOL,NEELAM CHANDRAKANT KODGULE,Senior Secondary,31/03/2022,"S. No. 242 B , MAIN ROAD, PANCHGANI, SATARA, ,412805","2168 ,241726",kanakkodgule@gmail.com
11954,1130134,MAHARASHTRA,VIDYA NIKETAN SCHOOL,RAJENDRA MISHRA,Senior Secondary,31/03/2019,"BEHIND AMRAVATI UNIVERSITY, MARDI ROAD, VILLAGE INDLA, DISTT AMRAVATI, MAHARASHTRA ,444602","0721 ,2100098",principal@indopublicschool.com
11955,1130401,MAHARASHTRA,VIDYA NIKETAN SCHOOL,Shubhangi Narendra Pohekar,Secondary School,31/03/2020,"Navegao Makta,Wadsa Road ,441206","7177 ,230230",pohekarshubhangi30@gmail.com
11956,1130428,MAHARASHTRA,VIDYA NIKETAN SCHOOL,SAPNA PITTALWAR,Secondary School,31/03/2021,"DADAWADI PARISAR,NAGPUR ROAD, CHANDRAPUR, MAHARASHTRA ,442401","7172 ,252490",sapna_pittalwar@rediffmail.com
11957,1130258,MAHARASHTRA,VIDYA PRABODHINI PRASHALA (ENG),Leena Chakravorty,Secondary School,31/03/2018,"DR. B.S. MOONJE MARG, RAMBHOOMI, NASIK, ,422005","0253 ,2309614",principalvpp@yahoo.com
11958,1130045,MAHARASHTRA,VIDYA PRATISHTHANS ENGLISH MEDIUM SCHOOL,Radha Kore,Senior Secondary,31/03/2018,"MIDC BHIGWAN ROAD BHIGWAN ROAD BARAMATI DISTT PUNE, MAHARASHTRA ,413133","2112 ,239271",radhakore.vp@gmail.com
11959,1130527,MAHARASHTRA,VIDYA VIKAS INTERNATIONAL SCHOOL,Vidya Prasad Pethkar,Secondary School,31/03/2018,"MALEGAON DIST. NASHIK - 423105 ,423105","2554 ,7774816161",prasad.pethkar@gmail.com
11960,1130676,MAHARASHTRA,VIDYANCHAL The SCHOOL,SHAILAJA TRIVEDI,Middle Class,31/03/2020,"DATT MANDIR, AKOLA ROAD ,444101","91 ,8380840222",shailaja.trivedi@gmail.com
11961,1130412,MAHARASHTRA,VIDYANIKETAN ACADEMY,PAWAR DATTATRAYA RANGNATH,Secondary School,31/03/2018,"MAHADEV MALA, WARD NO.7 SHRIRAMPUR DIST.AHMEDNAGAR ,413709","2422 ,228012",pawardr1970@gmail.com
11962,1130280,MAHARASHTRA,Vidyashilp Public School,Sahana Arif,Secondary School,31/03/2019,"S.No 9/2, Yevalewadi, Kondhwa Budruk, Tal- Haveli ,411048","020 ,9595221940",sahanakk@gmail.com
11963,1130362,MAHARASHTRA,vikhe patil memial school,MRINALINI BHOSALE,Secondary School,31/03/2022,"survey no.44/6,vikhe patil nagar,lohegaon ,411047","020 ,65106600",mb.bmona@gmail.com
11964,1130119,MAHARASHTRA,VIKHE PATIL MEMORIAL SCHOOL,KIRAN JADHAV,Senior Secondary,31/03/2022,"OPP SENAPATI BAPAT ROAD PATRAKARNAGAR PUNE MAHARASHTRA ,411016","020 ,25658170",kiran.jadhav@drvpf.org
11965,1130525,MAHARASHTRA,VIRAJ SHRI RAM CENTENNIAL SCHOOL,Satyendra Kumar Mishra,Senior Secondary,31/03/2020,"SURVEY NO. 27, NEAR KURGAON GRAM PANCHAYAT OFFICE, BOISAR-TARAPUR ROAD ,401502","0091 ,8554998833",principal@vsrcs.com
11966,1130376,MAHARASHTRA,VISHWA JYOTI CONVENT SCHOOL,BEENA SEBASTIAN,Secondary School,31/03/2020,"TALODHI BALAPUR, DISTT. CHANDRAPUR ,441221","7179 ,236030",rosebinsebastian@gmail.com
11967,1130595,MAHARASHTRA,Vishwabharati Public School,Varsha Ashok Rathod,Secondary School,31/03/2019,"Near Achyut Maharaj Heart Hospital,Mardi Road,Amravati ,444606","0721 ,2970244",aubajpeyee@gmail.com
11968,1130188,MAHARASHTRA,Vishwajyot High School,Sushma Dhumal,Secondary School,31/03/2012,"Plot No. 77, Sector- 20, Kharghar, Navi Mumbai, Maharashtra ,410210","01482 ,022-64512290, 022- 32671005",vishwajyot@yahoo.co.in
11969,1130587,MAHARASHTRA,Vishwajyot International School,Suzanne Jubi Thomas,Secondary School,31/03/2019,"Survey No. 22/1, Pharandwadi ,415523","0 ,9168143711",thomas_suzanne@yahoo.com
11970,1130597,MAHARASHTRA,Vishwashanti Gurukul School,Dr.Rakesh Ranjan,Secondary School,31/03/2019,"Kegaon, North Solapur, Solapur. ,413255",",02176061122",principal.vgsol@mitpune.edu.in
11971,1130713,MAHARASHTRA,Vision Public School,Mr.D R Pawar,Secondary School,31/03/2020,"A/P Sonpeth Tal Sonpeth Dist. Parbhani ,431516",",8698770667",vpschoolsonpeth7@gmail.com
11972,1130537,MAHARASHTRA,Vivek Mandir,NEETA KARWAT,Secondary School,31/03/2018,"Hariom Colony Near Railway Crossing Gondia MAHARASHTRA ,441601","000 ,9673332427",principal_vmg@rediffmail.com
11973,1130593,MAHARASHTRA,Vivekananda Academy Of Human Excellence,RUPALI PRADIP SHAHA,Secondary School,31/03/2019,"At/Post-Chimangaon,Tal-Koregaon,Dist-Satara,Maharashtra State. ,415501","2163 ,234244",rupashaha01@gmail.com
11974,1130736,MAHARASHTRA,vivekananda english school,Mr.bhalchandra subhashrao mahajan,Secondary School,31/03/2020,"shelu road, partur ,431501",",02484221511",skumar.hurpade@gmail.com
11975,1130345,MAHARASHTRA,Viveksheel Mitra Pariwar Institution,DEWAGANA C PUNDE,Senior Secondary,31/03/2020,"St.paul School, Hudkeswar Road, Near Bridze ,440034","0712 ,2761260",dewaganapunde@gmail.com
11976,1130084,MAHARASHTRA,WONDERLAND HIGH SCHOOL,GURJIT KAUR,Secondary School,31/03/2018,"BOKHARA ROAD OPP KORADI NAKA NAGPUR MAHARASHTRA ,441111","712 ,2020660",bhaskarfly@yahoo.com
11977,1130639,MAHARASHTRA,Woodridge High,FRANCES ROZARIO,Secondary School,31/03/2020,"Gat No 12, Anand Vilar Colony, Opportunity Dhoot Bungalow, Kanchanwadi, Paithan Road ,431001","0240 ,6051988",SMITAJ20@GMAIL.COM
11978,1130488,MAHARASHTRA,Yadavrao Tasgaonkar Public School,PRATIKSHA DINKAR ROKADE,Secondary School,31/03/2017,"Dr. N.Y.Tasgaonkar Education Complex, Bhivpuri Road Station ,410201","022 ,9594974926",pratiksharokade06@gmail.com
11979,1130538,MAHARASHTRA,YAK PUBLIC SCHOOL,Dilip Kumar Das,Senior Secondary,31/03/2020,"AT. HAL BUDRUK, POST KHALAPUR ,410202","0219 ,2267203",principal@yakschool.com
11980,1130608,MAHARASHTRA,"Yash Academy,Sonai",Sharma Hemant Kumar,Middle Class,31/03/2019,"Yash academy ,414105","2427 ,231408",hemant_1996@yahoo.co.in
11981,1130580,MAHARASHTRA,Yash English Academy,RADHA SANJAY MADDHALKAR,Middle Class,31/03/2019,"Dhamnavne-kapila Park ,415605","2355 ,250333",radharani1011@gmail.com
11982,1130731,MAHARASHTRA,Yash International School and Junior College,Mr.Junawane S.R.,Middle Class,31/03/2020,"Dindrud (Sangam ,431124",",02446226394",yashinterschool@gmail.com
11983,1130615,MAHARASHTRA,"YASHODA PUBLIC SCHOOL, SATARA",Snehal Atul Nikumbh,Secondary School,31/03/2019,"NH-4, WADHE PHATA ,415011","2162 ,271240",yps_principal@yes.edu.in
11984,1130387,MAHARASHTRA,YASHODHAM PUBLIC SCHOOL,RAVI SHANKAR,Secondary School,31/03/2020,"YASHODHAM, BULDHANA ROAD, DISTT BULDHANA, MALKAPUR, MAHARASHTRA-443101 ,443101","7267 ,226285",ravishankarmaths@gmail.com
11985,1130265,MAHARASHTRA,Yashshree Academy,CYRIL AUGUSTINE PANDIT,Secondary School,31/03/2018,School,"0241 ,2744055",pandit20n@rediffmail.com
11986,1130302,MAHARASHTRA,"Yashwant International English Academy, Kodoli",Rajan Shankar Khot,Secondary School,31/03/2021,"A/P - Kodoli Tal - Panhala Dist - Kolhapur ,416114","2328 ,222607",rskhot1@gmail.com
11987,1130137,MAHARASHTRA,YAVAT MAL PUBLIC SCHOOL,JACOB DAS,Senior Secondary,31/03/2021,"C/O MATOSHRI VEENADEVI DARDA ENGLISH MED. SCHOOL, WADGAON ROAD DARDA NAGAR ,445001","7232 ,247335",jacobdas_2000@yahoo.com
11988,1130562,MAHARASHTRA,Z.A.MEMON ENGLISH SCHOOL,Mrs.Miranda Jaklin Ramesh,Secondary School,31/03/2020,"CHINCHGHAR(KUDUS),TAL. WADA, DIST. THANE PIN 421312 ,421312",",02526-212111",mustafa_kudus@rediffmail.com
11989,1130569,MAHARASHTRA,Zainabia English Medium School,Mrs.Nasikwala Insia,Secondary School,31/03/2020,"Patas Road ,413102",",02112-221117",insia20@yahoo.com
11990,1230042,MANIPUR,Alpha BCI Memorial Academy,ROMILA SHIJA,Senior Secondary,31/03/2021,"THANGMEIBAND HIJAM DEWAN LEIKAI ,795004","0385 ,2415391",romilashija2016@gmail.com
11991,1230039,MANIPUR,ARECA SCHOOL,Khanghemmeiru Gangmei,Secondary School,31/03/2020,"NEAR 2ND M.R., NORTH AOC ,795107","0385 ,2422857",Hemmeiru21@gmail.com
11992,1280003,MANIPUR,Assam Riffles Public School,sh bhuwneshwar singh,Senior Secondary,31/03/2020,"mantripukhri imphal manipur ,795001","05442 ,282156",ananthijebasingh@vsnl.net
11993,1280005,MANIPUR,ASSAM RIFLE SCHOOL,-,Secondary School,31/03/2022,"22, ASSAM RIFLES, C/O 99 APO, SENAPATI, MARAM, MANIPUR-795105 ,795105","03871 ,265216",duketsering@yahoo.co.uk
11994,1280002,MANIPUR,ASSAM RIFLES HIGH SCHOOL,MRS P KUMARI,Secondary School,31/03/2021,"SOMSAI UKHRUL DISTT MANIPUR ,795001","03870 ,222388",
11995,1280008,MANIPUR,assam rifles jr high school,R Thapa,Secondary School,31/03/2020,"p.s.- kakching, distt. thoubal, manipur ,795103","3848 ,261018",rajthapa0076@gmail.com
11996,1280004,MANIPUR,ASSAM RIFLES JUNIOR HIGH SCHOOL,S MANIHAR MEITEI,Secondary School,31/03/2019,"CARE OF HQ 26 SEC. ASSAM RIFLES, PALLEL DISTT. CHANDEL, MANIPUR ,795135","3848 ,265656",arjhspallel@gmail.com
11997,1280007,MANIPUR,ASSAM RIFLES PUBLIC SCHOOL,O P PATHAK,Senior Secondary,31/03/2021,"KEITHELMANBI, BPO NEW KEITHAL, MAMBI, PO LANGJING, IMPHAL, WEST MANIPUR ,795113","07109 ,282592",savcbse@gmail.com
11998,1230016,MANIPUR,BHAKTIVEDANTS INSITUTE MISSION HIGHER SECONDARY SCHOOL,R K RATNA DEVI,Senior Secondary,31/03/2014,"AIRPORT ROAD SANGAIPROU IMPHAL MANIPUR ,795140","0385 ,2455244",ratnawangkheimayum@gmail.com
11999,1230021,MANIPUR,CAMPS ENGLISH ACADEMY,CH NABAKUMAR,Senior Secondary,31/03/2021,"KHAFAM LAMKHAI PO MANTRIPUKRI, DISTT IMPHAL MANIPUR ,795002","0385 ,9862918274",chnabakumar@gmail.com
12000,1230025,MANIPUR,CENTRAL ACADEMY,DR SALAM IBOTON SINGH,Senior Secondary,31/03/2015,"KHABAM ,795002","0385 ,2443107",centralacademyimphal@gmail.com
12001,1230052,MANIPUR,CITY MONTESSORI HIGHER SECONDARY SCHOOL,Dr.S. Rajendrakumar Singh,Senior Secondary,31/03/2020,"LAMBOIKHONGANGKHONG IMPHAL ,795004",",0385312462",seramrajendrakumarnew@gmail.com
12002,1230004,MANIPUR,DAV PUBLIC SCHOOL,KAVI RALENG,Senior Secondary,31/03/2019,"DISTT IMPHAL, MANIPUR ,795001","0385 ,2421115",davschoolmanipur@gmail.com
12003,1230031,MANIPUR,Grace Cottage Cultural & Educational Development Foundation,Kshetrimayum Chaoba Singh,Secondary School,31/03/2017,"Kakching Makha Leikai Ward No. 11 ,795103","3848 ,261558",ksh.chaoba@yahoo.com
12004,1230046,MANIPUR,haseen chishti islamia college(juni),mrs.haseen chishti,Secondary School,31/03/2017,"falcon british academy rahmania building thangal bazar ,795005",",9089426137",haseenchishtiislamiacollege@gmail.com
12005,1230051,MANIPUR,"HUMAN RESOURCE DEVELOPEMENT, PHAYENG, IMPHAL WEST.",IRENGBAM ROMESH MEITEI,Secondary School,31/03/2020,"PHAYENG BPO PHAYENG, PO. LAMSANG, 795146 ,795146","91 ,9774076228",romeshmeitei1971@gmail.com
12006,1230006,MANIPUR,HUNDRED FLOWERS HIGHER SECONDARY SCHOOL,ASHOK KUMAR PATHAK,Senior Secondary,31/03/2003,"KOUBOK HOUBI PUKHAO ROAD BPO PANGEI IMPHAL MANIPUR ,795114","0385 ,8118936150",askpathak252@gmail.com
12007,1230029,MANIPUR,Ideal English School,Safiur Rahman,Senior Secondary,31/03/2019,"P.O. Motbung ,795107","3880 ,266407",rsafiur58@gmail.com
12008,1230050,MANIPUR,"IMPHAL VALLEY SCHOOL, Nurturing Tomorrow",Mrs.Laishram Lisa Devi,Middle Class,31/03/2019,"KHABAM CHUMBREITHONG, MANTRIPUKHRI ,795002",",0385-2427613",imphalvalley2015@gmail.com
12009,1230044,MANIPUR,J.N PUBLIC SCHOOL,Mangnu Haokip,Secondary School,31/03/2021,"KANGPOKPI ,SADAR HILLS, MANIPUR ,795129","91 ,9436624474",mangnuhaokip@gmail.com
12010,1240005,MANIPUR,JAWAHAR NAVODAYA VIDYALAYA,MINTU CHAKRABORTY,Senior Secondary,31/03/2019,"KHUMBONG VIA- LANGJING IMPHAL MANIPUR ,795113","0385 ,2569354",mintuchakraborty09@yahoo.co.in
12011,1240004,MANIPUR,JAWAHAR NAVODAYA VIDYALAYA,S BASAVARAJ,Senior Secondary,31/03/2017,"LIWA KHULLEN SARAI CHANDEL MANIPUR ,795127","91 ,8131820192",SBASAVARAJJNV@GMAIL.COM
12012,1240007,MANIPUR,JAWAHAR NAVODAYA VIDYALAYA,LUNGSHIM HORAM,Senior Secondary,31/03/2017,"RAMVA VILL PO LAMLONG BAZAR DISTT UKHRUL MANIPUR ,795010","91 ,8575024018",lhoram@gmail.com
12013,1240001,MANIPUR,JAWAHAR NAVODAYA VIDYALAYA,DASARI RAVI DAMODAR,Senior Secondary,31/03/2010,"SANDUMBE ACHOUBA KAKCHING DT- THOUBAL MANIPUR ,795103","3848 ,266277",RAVIDASARI10@GMAIL.COM
12014,1240006,MANIPUR,JAWAHAR NAVODAYA VIDYALAYA,NINGTHOUJAM SAMARJIT SINGH,Senior Secondary,31/03/2010,"LOKTAK DT- BISHUNPUR MANIPUR ,795126","3879 ,222100",jnvbishnupur01@gmail.com
12015,1240003,MANIPUR,JAWAHAR NAVODAYA VIDYALAYA,M NANDAGOPAL,Senior Secondary,31/03/2010,"PFUKHRO MAO PO- MAO DT- SENAPATHI MANIPUR ,795150","0387 ,231216",nandan1506@gmail.com
12016,1240009,MANIPUR,JAWAHAR NAVODAYA VIDYALAYA,ANSHUMAN SINGH,Secondary School,31/03/2020,"YARALPAT PO POROMPAT BPO MOIRANG KAMPU DISTT IMPHAL EAST MANIPUR ,795010","0385 ,2051224",singhanshuman68@gmail.com
12017,1240002,MANIPUR,JAWAHAR NAVODAYA VIDYALAYA,S SANAMACHA SINGH,Senior Secondary,31/03/2018,"CHURACHANDPUR TUINOM MANIPUR ,795128","3874 ,236884",sanamachasalam@gmail.com
12018,1240008,MANIPUR,JAWAHAR NAVODAYA VIDYALAYA,AMAR SINGH RAWAT,Senior Secondary,31/03/2013,"DUIGAILONG KHENJAREN- II PO- TAMENGLON MANIPUR ,795141","0387 ,822017",asr_23@rediffmail.com
12019,1240011,MANIPUR,jawahar navodya vidyalaya,MOIRANGTHEM NABAMANI SINGH,Secondary School,31/03/2018,"senapati ii kangpokni sadar hills senapati dist, manipur 795129 ,366510","3880 ,263364",nabamani2013@gmail.com
12020,1240010,MANIPUR,"jawahar navodya vidyalaya jessami ukhrul ii dist, manipur",Dr L Sanajaoba Meetei,Secondary School,31/03/2018,"ukhrul II dist, manipur ,366510","91 ,7424026063",sanajaobameetei@gmail.com
12021,1280006,MANIPUR,JWALAMUKHI PUBLIC SCHOOL,MRS URMILA SNANE,Secondary School,31/03/2021,"C/O 21 ASSAM RIFLES C/O 99 APO MANIPUR ,302018","0141 ,2762864",thomasforu@sify.com
12022,1230003,MANIPUR,KANAN DEVI MEMORIAL SCHOOL,PRABHAS MISHRA,Senior Secondary,31/03/2020,"PANGEI IMPHAL EAST MANIPUR ,795114","0474 ,223818",principal_kdms@sify.com
12023,1200002,MANIPUR,KENDRIYA VIDYALAYA,M SOLOMON,Senior Secondary,31/03/2019,"H E PROJECT, VIDYUT VIHAR,KOM KEIRAP, LOKTAK MANIPUR ,795124","0387 ,9261208",contact.solomon1302@gmail.com
12024,1200003,MANIPUR,KENDRIYA VIDYALAYA,K Alung Khumba,Senior Secondary,31/03/2020,"CRPF GROUP CENTRE LANGJING IMPHAL MANIPUR ,795113","0385 ,2436136",kakhumba@gmail.com
12025,1200001,MANIPUR,KENDRIYA VIDYALAYA,MAHESHWAR PASWAN,Senior Secondary,31/03/2020,"LAMPHELPET IMPHAL MANIPUR ,795004","0385 ,2411373",mpaswan.kv1@gmail.com
12026,1200006,MANIPUR,KENDRIYA VIDYALAYA,CHETAN PARAMANIK,Secondary School,31/03/2019,"TAMENGLONG, (TAMENGLONG HR. SEC. SECHOOL COMPLEX), TAMENGLONG, MANIPUR ,795141","0387 ,7267190",chetan.parmanik@gmail.com
12027,1200005,MANIPUR,KENDRIYA VIDYALAYA,SNIGDHA ANAND,Senior Secondary,31/03/2019,"BSF CAMPUS CHURACHANDPUR MANIPUR ,795128","0361 ,9402881383",principalkvccpur@gmail.com
12028,1200004,MANIPUR,KENDRIYA VIDYALAYA,SANDEEP KUMAR SHRIVASTVA,Senior Secondary,31/03/2011,"LEIMAKHONG FIELD POST OFFICE MANTIRI PUKHRI BPO KARAKHUL, IMPHAL MANIPUR ,795002","0385 ,2429214",srivastava147@yahoo.co.in
12029,1200007,MANIPUR,KENDRIYA VIDYALAYA,SURENDRA KUMAR SINGH,Senior Secondary,31/03/2021,"NEAR TNL GROUND, WINO BAZAAR, UKHRUL, MANIPUR-795142 ,795142","0387 ,265264",sksinghkvs3@gmail.com
12030,1230049,MANIPUR,Kids Foundation,Sarangthem Tarabai Devi,Secondary School,31/03/2019,"Airport Road, Ghari ,795001","0385 ,2455790",konikhur@hotmail.com
12031,1230047,MANIPUR,KINDERGARTEN MONTESSORI SCHOOL,Mr.Longjam Dhaneshor Singh,Secondary School,31/03/2017,"SAGOLBAND TAKYEL KOLOM LEIKAI, IMPHAL WEST - 1 ,795001",",0385-2053683",dhane.longjam@gmail.com
12032,1230024,MANIPUR,LITTLE ANGLE'S ENGLISH SCHOOL,AWOMING LUIKHAM,Senior Secondary,31/03/2018,"TANGREI UKHRUL Manipur ,795142","3870 ,265787",laes_ukhrul@yahoo.com
12033,1230020,MANIPUR,LITTLE ROSE HIGHER SECONDARY SCHOOL,L Dorendra Singh,Senior Secondary,31/03/2009,"CANCHIPUR NEAR MANIPUR UNIVERSITY IMPHAL MANIPUR ,795003","0385 ,9615469481",admlittleroseschool@gmail.com
12034,1230002,MANIPUR,MANIPUR PUBLIC SCHOOL,SAGOLSEM PREMABATI DEVI,Senior Secondary,31/03/2003,"KOIRENGEI MANTRIPUKHRI IMPHAL MANIPUR ,795001","0385 ,2427284",prema9030@gmail.com
12035,1230045,MANIPUR,MANNU ENGLISH SCHOOL,THONGBAM UTHAN SINGH,Senior Secondary,31/03/2021,"NEW LAMBULANE, NEW CHECKON, IMPHAL, ,795001","0385 ,2454940",uthanthongbm@gmail.com
12036,1230005,MANIPUR,MARIA MONTESSORI SCHOOL,SUCHITRA DEVI POTSANGBAM,Senior Secondary,31/03/2020,"KOIRENGEI MANTRI PUKHRI IMPHAL MANIPUR ,795001","0385 ,8974684656",such_tutu@rediffmail.com
12037,1230033,MANIPUR,Mega Manipur School,NONGMAITHEM ASHOK KUMAR SINGH incharge,Senior Secondary,31/03/2021,"Yaralpat Tinseed Road, Porompat, Imphal East ,795010","0385 ,2051792",megamanipurschool@gmail.com
12038,1230048,MANIPUR,"Mt Everest Higher Secondary School, Senapati, Manipur",SINGMIPAM KHAMRANG,Senior Secondary,31/03/2018,"Senapati, Taphou Phyamei, Manipur ,795106","3871 ,8132882102",
12039,1230015,MANIPUR,MT ZION ENGLISH SCHOOL,S LOHRII,Senior Secondary,31/03/2021,"KATHIKHO KARONG SENAPATI DISTT MANIPUR ,795007","3878 ,222022",mtzionsrsecschool@gmail.com
12040,1230008,MANIPUR,Nazreth Residential School,JORIM KAYINA,Senior Secondary,31/03/2021,"Okhro-Ikhro Mao Gate Distt. Senapati, Manipur ,795150","3878 ,231323",jorimkayina@yahoo.in
